User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
Chad Fullerton,@agrichad,2019-12-17T01:25:09.000Z,"Chad Fullerton
@agrichad
·
Dec 17, 2019@FMCCorp
, I applied 5000+ acres of firstshot herbicide this spring, I filed a complaint, I called my DSM 5 times, no replies or return calls, ur products will NOT be returning to my farm(failed), my consultant 
@TarnoChris
 witnessed the failure also and no return calls.FMC sucks
4
3",4.0,,3.0
AgroKomKawa SRL,@Agrokomkawa,2019-12-16T21:28:24.000Z,"AgroKomKawa SRL
@Agrokomkawa
·
Dec 16, 2019 La línea de insecticidas de FMC ofrece la mejor solución para un cultivo  libre de plagas  Porque cuando hay que ganar en todos los campos, no hay mejor defensa que un buen ataque. 
@FMCCorp
#Coragen #Dinno #Hero #Magic #ArcherPlus #Mustang
1",,,1.0
Investor News,@newsfilterio,2019-12-16T20:39:52.000Z,"Investor News
@newsfilterio
·
Dec 16, 2019$1.19 Billion in Sales Expected for FMC Corp This Quarter: Analysts forecast that FMC Corp will report sales of $1.19 billion for the c.. $FMC https://newsfilter.io/articles/119-billion-in-sales-expected-for-fmc-corp-nysefmc-this-quarter-2d99751451b0b6fcf30ab5db3e226fa1…",,,
WKRB News,@WKRBNews,2019-12-16T20:24:38.000Z,"WKRB News
@WKRBNews
·
Dec 16, 2019Short Interest in FMC Corp $FMC Decreases By 7.1% http://wkrb13.com/?p=1471600 #markets",,,
John Combest,@JohnCombest_Ag,2019-12-16T17:45:02.000Z,"John Combest
@JohnCombest_Ag
·
Dec 16, 2019#ag #cropprotection company 
@FMCCorp
 tops a C-note to hit all-time high. In tough global ag environment, $FMC shares up nearly 60% YTD.",,,
CropLife Africa Middle East,@CroplifeAME,2019-12-16T14:38:01.000Z,"CropLife Africa Middle East
@CroplifeAME
·
Dec 16, 2019""Pesticides are critical for human health because they augment food security and protect people from insect-borne illnesses,"" says S. Eliza Halcomb, M.D. #pesticidefacts https://bit.ly/2xrU36j 
@BASF
 @Syngenta
 @Bayer4Crops
 @FMCCorp
 @corteva
2",,,2.0
FMC Corporation,@FMCCorp,2019-12-16T14:01:37.000Z,"FMC Corporation
@FMCCorp
·
Dec 16, 2019Check out FMC's latest #GoodToGrow podcast on Precision Ag & crop protection and where we're headed. Lamar Buckelew, product development manager for Precision Platforms at FMC, discusses FMC's future in the precision ag space. http://ow.ly/7vXb50xyMId
3
11",,3.0,11.0
FOCUS Finanzen,@focusfinanzen,2019-12-16T04:35:06.000Z,"FOCUS Finanzen
@focusfinanzen
·
Dec 16, 2019FMC Corp.-Aktie Aktuell - FMC Corp. legt 1,4 Prozent zu https://focus.de/finanzen/boerse/aktien/fmc-corp-aktie-16-12-2019_id_11103196.html?rnd=85f47425f064fa1df1bda3558366943a…",,,
Ag Retailers Assoc.,@AgRetailers,2019-12-16T02:00:10.000Z,"Ag Retailers Assoc.
@AgRetailers
·
Dec 16, 2019Listen to an interview with ARA Conference & Expo keynote speaker Pierre Brondeau, 
@FMCCorp
, to hear his take on innovation in the #agriculturalretail industry. http://ow.ly/JxZf30q1kk9
1",,,1.0
InterCooler,@intercooleronli,2019-12-15T10:36:43.000Z,"InterCooler
@intercooleronli
·
Dec 15, 2019FMC Corp $FMC Insider Nicholas Pfeiffer Sells 3,379 Shares  http://modernreaders.com/?p=2603079 #investingnews",,,
The Lincolnian,@ThisLincolnian,2019-12-15T10:36:16.000Z,"The Lincolnian
@ThisLincolnian
·
Dec 15, 2019FMC Corp $FMC Insider Sells $334,284.47 in Stock http://thelincolnianonline.com/?p=3266542",,,
Community Financial,@CFinancialNews,2019-12-14T19:21:29.000Z,"Community Financial
@CFinancialNews
·
Dec 14, 2019FMC Corp $FMC Short Interest Update http://americanbankingnews.com/?p=12831353 #markets",,,
US Banking News,@AmericanBanking,2019-12-14T19:21:27.000Z,"US Banking News
@AmericanBanking
·
Dec 14, 2019FMC Corp $FMC Short Interest Update http://americanbankingnews.com/?p=12831353 #stocks",,,
Ticker Report,@TickerReport,2019-12-14T10:48:28.000Z,"Ticker Report
@TickerReport
·
Dec 14, 2019Nicholas Pfeiffer Sells 3,379 Shares of FMC Corp $FMC Stock http://tickerreport.com/?p=4861905",,,
Watchlist News,@WatchlistN,2019-12-14T10:47:34.000Z,"Watchlist News
@WatchlistN
·
Dec 14, 2019Nicholas Pfeiffer Sells 3,379 Shares of FMC Corp $FMC Stock http://zpr.io/tNbFT",,,
WKRB News,@WKRBNews,2019-12-14T08:52:04.000Z,"WKRB News
@WKRBNews
·
Dec 14, 2019$1.53 Earnings Per Share Expected for FMC Corp $FMC This Quarter http://wkrb13.com/?p=1468666 #markets",,,
Golfdom,@Golfdom,2019-12-13T21:00:18.000Z,"Golfdom
@Golfdom
·
Dec 13, 2019FMC Professional Solutions, a business unit of 
@FMCCorp
, announced Rayora fungicide was granted U.S. EPA registration. (Logo: FMC)
golfdom.com
FMC launches Rayora fungicide, receives EPA registration - Golfdom
FMC Professional Solutions launched Rayora fungicide and announced that it has been granted U.S. Environmental Protection Agency registration.
2
7",,2.0,7.0
Anthony Collard - B2B Marketer,@AnthonyCollard,2019-12-13T16:00:23.000Z,"Anthony Collard - B2B Marketer
@AnthonyCollard
·
Dec 13, 2019@FMCCorp
 Russia recently developed a Robot named Farmer John, and I'm here for it. Welcome to the FMC team, Farmer John! #AgTech
1",,,1.0
Tennessee Soybean,@TennSoybean,2019-12-13T15:30:33.000Z,"Tennessee Soybean
@TennSoybean
·
Dec 13, 2019Our annual December Producers Meeting is in full swing. Matthew Wiggins is telling our producers all about new products from 
@FMCCorp
2
9",,2.0,9.0
MarketBeat,@MarketBeatCom,2019-12-13T14:56:26.000Z,"MarketBeat
@MarketBeatCom
·
Dec 13, 2019FMC Corp $FMC Insider Sells $334,284.47 in Stock http://zpr.io/tNM22",,,
Community Financial,@CFinancialNews,2019-12-13T07:53:20.000Z,"Community Financial
@CFinancialNews
·
Dec 13, 2019$1.19 Billion in Sales Expected for FMC Corp $FMC This Quarter http://americanbankingnews.com/?p=12819957 #markets",,,
US Banking News,@AmericanBanking,2019-12-13T07:53:19.000Z,"US Banking News
@AmericanBanking
·
Dec 13, 2019$1.19 Billion in Sales Expected for FMC Corp $FMC This Quarter http://americanbankingnews.com/?p=12819957 #stocks",,,
Storm Investor,@storminvestor,2019-12-13T07:52:16.000Z,"Storm Investor
@storminvestor
·
Dec 13, 2019$1.19 Billion in Sales Expected for FMC Corp $FMC This Quarter  http://thestockobserver.com/?p=2504934 #markets",,,
The Markets Daily,@TheMarketsDaily,2019-12-13T07:49:02.000Z,"The Markets Daily
@TheMarketsDaily
·
Dec 13, 2019$1.19 Billion in Sales Expected for FMC Corp $FMC This Quarter http://zpr.io/tNNF5",,,
Daily Political,@dailypoliticaln,2019-12-12T19:48:54.000Z,"Daily Political
@dailypoliticaln
·
Dec 12, 2019Nicholas Pfeiffer Sells 3,379 Shares of FMC Corp $FMC Stock http://dailypolitical.com/?p=3279275",,,
FMC Corporation,@FMCCorp,2019-12-12T17:07:10.000Z,"FMC Corporation
@FMCCorp
·
Dec 12, 2019Replying to 
@alpfaphilly
 and 
@WSJ
We appreciate the shout out, partner!
1",,,1.0
Schuylkill Yards,@SchuylkillYards,2019-12-12T16:09:01.000Z,"Schuylkill Yards
@SchuylkillYards
·
Dec 12, 2019Within FMC Tower, continues to grow and change. Under Brondeau’s leadership, 
@FMCCorp
 has morphed into 2 multibillion-dollar corporations: 1 among the 5 giant farm-pesticide makers & the other as one of the planet’s top miners and processors of lithium. https://hubs.ly/H0m7nrk0
1
1",,1.0,1.0
FMC Corporation,@FMCCorp,2019-12-12T13:01:30.000Z,"FMC Corporation
@FMCCorp
·
Dec 12, 2019The 2019 Ag Policy Forum covered a wide range of topics. The program included messages from national corn and soybean leaders, Indiana farm group executives and Purdue University sources. We will continue to sponsor these important conversations. More at: http://ow.ly/LizV50xwACe
1
10",,1.0,10.0
RAVI KUMAR,@RAVIKUM00803836,2019-12-12T02:05:34.000Z,"RAVI KUMAR
@RAVIKUM00803836
·
Dec 12, 2019Replying to 
@FMCCorp
Nice",,,
Lucas Hahn #СлаваУкраїні #TweetForTaiwan,@LucasHahn265359,2019-12-11T21:19:52.000Z,"Lucas Hahn #СлаваУкраїні #TweetForTaiwan
@LucasHahn265359
·
Dec 11, 2019“Manufacturers such as, ABB; Siemens; Baker Hughes, a GE company; Schneider Electric; FMC Corp. and several others have developed electric apparatus (transformers, switchgear, variable speed drives, etc.) for an alternating current (AC) undersea power grid.”
1",1.0,,
ALPFA Philadelphia,@alpfaphilly,2019-12-11T19:05:15.000Z,"ALPFA Philadelphia
@alpfaphilly
·
Dec 11, 2019We want to give a special shout out to our sponsor 
@FMCCorp
 for being recognized by the 
@WSJ
 as 2019 Management Top 250 coming in at spot 180.

Amazing!

Read more at:
linkedin.com
FMC Corporation on LinkedIn: Explore the Management Top 250
FMC has been recognized on the 2019 The Wall Street Journal Management Top 250, coming in at 180 out of 820 publicly traded companies. The Management Top 250…
1
4",1.0,,4.0
Kate Prengaman,@kprengaman,2019-12-11T17:37:29.000Z,"Kate Prengaman
@kprengaman
·
Dec 11, 2019Why are we seeing so many invasive species? Next speaker is Alex Whitener from 
@FMCCorp
 #hortshow
2",,2.0,
Community Financial,@CFinancialNews,2019-12-11T17:10:26.000Z,"Community Financial
@CFinancialNews
·
Dec 11, 2019$1.53 EPS Expected for FMC Corp $FMC This Quarter http://americanbankingnews.com/?p=12806798 #markets",,,
MidEast Times,@midetimes,2019-12-11T17:09:28.000Z,"MidEast Times
@midetimes
·
Dec 11, 2019$1.53 EPS Expected for FMC Corp $FMC This Quarter http://dailypolitical.com/?p=3277056 #stocks",,,
Daily Political,@dailypoliticaln,2019-12-11T17:09:28.000Z,"Daily Political
@dailypoliticaln
·
Dec 11, 2019$1.53 EPS Expected for FMC Corp $FMC This Quarter http://dailypolitical.com/?p=3277056",,,
US Banking News,@AmericanBanking,2019-12-11T17:08:35.000Z,"US Banking News
@AmericanBanking
·
Dec 11, 2019$1.53 EPS Expected for FMC Corp $FMC This Quarter http://americanbankingnews.com/?p=12806798 #stocks",,,
USRT Foundation,@USRTribes,2019-12-11T16:47:13.000Z,"USRT Foundation
@USRTribes
·
Dec 11, 2019The U.S. District Court of Idaho held in favor of the Shoshone-Bannock Tribes to enforce a tribal court decision imposing permit fees on FMC Corp. https://bit.ly/34dgSsd",,,
FMC Corporation,@FMCCorp,2019-12-11T15:10:06.000Z,"FMC Corporation
@FMCCorp
·
Dec 11, 2019FMC Russia has recently hired their newest employee... Farmer John! Farmer John is a robot (yes, a robot) who is working to attract a younger generation of farmers. Welcome to the team, Farmer John! #AgTech
1
5
23",1.0,5.0,23.0
Farmers Guide,@FarmersGuide,2019-12-11T14:54:39.000Z,"Farmers Guide
@FarmersGuide
·
Dec 11, 2019BUSINESS NEWS : 
@FMCCorp
 says it will cut single use plastic waste on farms by 2,000kg, as research reveals 84 per cent of farmers are worried about plastic.    

#plasticwaste #agriculture #environment #singleuseplastic
farmersguide.co.uk
Company to cut single use plastic waste - Farmers Guide
Agricultural sciences company FMC says it will cut the amount of single use plastic waste on farms by 2,000kg, as research reveals 84 per cent of farmers are worried about plastic.",,,
Thalesh Kuma Jhariya,@thaleshjhariya,2019-12-11T13:15:35.000Z,"Thalesh Kuma Jhariya
@thaleshjhariya
·
Dec 11, 2019@corteva
 @Bayer
 @Syngenta
 @BASF
 @UPLLtd
 @FMCCorp
 @Monsanto_IN @DowDuPontCo 
@CropLifeIndia
 @FSII_India
 @AllianceAgri
 @shivenbajaj1
 

 #SDG2 #foodsecurity #SustainableAgriculture #Foodforfuture #biotechnology #seeds
HMRFF | #FoodSecurity & #SustainableAgriculture
@hmrff
·
Dec 11, 2019
Biotechnology allows #farmers to grow more #food on less land using #farmingpractices that are environmentally #sustainable. Through #biotechnology #seeds yield more per acre, plants naturally resist specific insect pests and diseases, and #farming techniques improve #soil
Show this thread
1",,,1.0
CropLife International,@CropLifeIntl,2019-12-11T12:43:01.000Z,"CropLife International
@CropLifeIntl
·
Dec 11, 2019Plant #biotechnology helps #farmers save #water whether the crop they grow is used as animal feed or for plant-based meat. Learn how else plant science helps: https://bit.ly/2XCve3v 
@FMCCorp
 @Syngenta
 @Bayer4Crops
 @BASFAgro
 @corteva
 @kazyamato1
1
3",,1.0,3.0
FMC Corporation,@FMCCorp,2019-12-08T13:05:04.000Z,"FMC Corporation
@FMCCorp
·
Dec 8, 2019Coffee has been fueling innovation for centuries, but do you know what it takes in terms of land and resources to maintain our daily coffee habit? http://ow.ly/Cjf750wthVo
#NationalCoffeeDay
3",,,3.0
FMC Corporation,@FMCCorp,2019-12-07T13:15:04.000Z,"FMC Corporation
@FMCCorp
·
Dec 7, 2019FMC has been recognized on the 2019 
@WSJ
 Management Top 250, ranked 180 out of the available 820 publicly traded companies included in a 
@DruckerInst
 study. The Management Top 250 ranking measures corporate effectiveness by examining performance: http://ow.ly/U0ga50xsSOC
4
23",,4.0,23.0
FOCUS Finanzen,@focusfinanzen,2019-12-06T23:35:04.000Z,"FOCUS Finanzen
@focusfinanzen
·
Dec 7, 2019FMC Corp.-Aktie Aktuell - FMC Corp. legt 0,8 Prozent zu https://focus.de/finanzen/boerse/aktien/fmc-corp-aktie-07-12-2019_id_11103196.html?rnd=59ffb2b0b525ffeef9b1e81ed0679a89…",,,
FMC Corporation,@FMCCorp,2019-12-06T19:01:20.000Z,"FMC Corporation
@FMCCorp
·
Dec 6, 2019FMC has been recognized on the 2019 
@WSJ
 Management Top 250, ranked 180 out of the available 820 publicly traded companies included in a 
@DruckerInst
 study. The Management Top 250 ranking measures corporate effectiveness by examining performance:
wsj.com
Explore the Management Top 250
How does your company rank in the 2019 analysis of well-run companies for customers, employees and investors?
1
5
18",1.0,5.0,18.0
Kritika Walia,@market_crowd,2019-12-06T14:09:35.000Z,"Kritika Walia
@market_crowd
·
Dec 6, 2019@terminixmexico
 @Syngenta
 @Rentokil
 @FMCCorp
 @Ecolab
 @DowChemical
 @Bayer
 @BASF
Kritika Walia
@market_crowd
·
Dec 6, 2019
#Pest_Control Market Analysis, Trends & Growth Outlook 2019-2026 https://bit.ly/2PlO2QW",,,
FMC Corporation,@FMCCorp,2019-12-06T13:01:36.000Z,"FMC Corporation
@FMCCorp
·
Dec 6, 2019Today is the last day to take advantage of FMC's EOP and RebateLock. Lock in your season-long savings today:  http://ow.ly/QA2u50xrZ3s
3
9",,3.0,9.0
FOCUS Finanzen,@focusfinanzen,2019-12-06T02:50:04.000Z,"FOCUS Finanzen
@focusfinanzen
·
Dec 6, 2019FMC Corp.-Aktie Aktuell - FMC Corp. mit Kursverlusten von 0,9 Prozent https://focus.de/finanzen/boerse/aktien/fmc-corp-aktie-06-12-2019_id_11103196.html?rnd=26d264cb6eee1342aa572117e913c36f…",,,
FMC Corporation,@FMCCorp,2019-12-05T20:01:14.000Z,"FMC Corporation
@FMCCorp
·
Dec 5, 2019Thanks for having us, 
@HarrellsLLC
!
Harrell’s LLC
@HarrellsLLC
·
Dec 4, 2019
Good Morning! Day 2 here at Turning Stone Seminar. Big thank you to all our sponsors! @BayerGolf @SyngentaTurf @BASFTurf_us @FMCturf @NufarmUSTurf @PBIGordonTurf @CortevaUSTurf and Jacklin Seed
1
7",,1.0,7.0
CREW Greater Philadelphia,@CREW_GTRPhilly,2019-12-05T18:19:08.000Z,"CREW Greater Philadelphia
@CREW_GTRPhilly
·
Dec 5, 2019We are looking forward to celebrating with our members tonight at our #HolidayParty at 
@BrandywineRlty
 at 
@FMCCorp
 Tower! (member walk-ins are still available)
5",,,5.0
Indiana Corn Growers Association,@IN_Corn,2019-12-05T18:09:35.000Z,"Indiana Corn Growers Association
@IN_Corn
·
Dec 5, 2019Today’s Ag Policy Forum would not be possible without the support from our sponsors. Thank you 
@BaneWelkerEquip
, 
@farmcreditmid
, 
@FMCCorp
, 
@Asgrow_DEKALB
, @SBLizton, 
@INCornFarmers
 and 
@INSoybean
. #AgPolicyForum19
1
9",,1.0,9.0
CropLife Africa Middle East,@CroplifeAME,2019-12-05T17:50:39.000Z,"CropLife Africa Middle East
@CroplifeAME
·
Dec 5, 2019What is Good Laboratory Practice and why is it so important? Find out how it brings safe and sustainable tools to farmers all over the world. #pesticidefacts https://bit.ly/2R6JGxg 
@BASF
 @Syngenta
 @Bayer4Crops
 @FMCCorp
 @corteva
  @cropprotection
2
1",,2.0,1.0
TheDailyScoop.com,@FarmersAdviser,2019-12-04T15:23:53.000Z,"TheDailyScoop.com
@FarmersAdviser
·
Dec 4, 2019Pierre Brondeau of 
@FMCCorp
 details the 10 year journey of transforming the company from a chemical conglomerate to an agricultural sciences company #agretailers19
5
12",,5.0,12.0
FMC Corporation,@FMCCorp,2019-12-04T15:20:06.000Z,"FMC Corporation
@FMCCorp
·
Dec 4, 2019In Episode 9 of the #GoodToGrow Podcast series, Join Issa Qandah, technical service manager for FMC, as he assesses the key steps and considerations for growers and PCAs to construct an effective and sustainable fungicide program: http://ow.ly/HU1u50xlfZb
6",,,6.0
Alvin C. Cramer,@CramerAlvin,2019-12-04T05:34:44.000Z,"Alvin C. Cramer
@CramerAlvin
·
Dec 4, 2019Chitosan Derivatives Market 2019 – FMC Corp, Kitozyme, BIO21 Latest Industry Data And Future Trends 2024

https://courant.biz/report/chitosan-derivatives-market/9343/…",,,
The Markets Daily,@TheMarketsDaily,2019-12-04T01:33:37.000Z,"The Markets Daily
@TheMarketsDaily
·
Dec 4, 2019FMC Corp $FMC Receives Average Rating of “Buy” from Analysts http://zpr.io/tTuhR",,,
FOCUS Finanzen,@focusfinanzen,2019-12-03T22:50:05.000Z,"FOCUS Finanzen
@focusfinanzen
·
Dec 3, 2019FMC Corp.-Aktie Aktuell - FMC Corp. fällt 1,4 Prozent https://focus.de/finanzen/boerse/aktien/fmc-corp-aktie-03-12-2019_id_11103196.html?rnd=f1427d0ae33e9b76503f5858e412d89a…",,,
FMC Corporation,@FMCCorp,2019-12-03T15:15:09.000Z,"FMC Corporation
@FMCCorp
·
Dec 3, 2019Join Randy Koenen in episode 9 of FMC's #GoodtoGrow: Row Crops podcast where he discusses the upcoming 2020 winter wheat season: http://ow.ly/FUjR50xldef
2",,,2.0
FOCUS Finanzen,@focusfinanzen,2019-12-03T06:05:05.000Z,"FOCUS Finanzen
@focusfinanzen
·
Dec 3, 2019FMC Corp.-Aktie Aktuell - FMC Corp. fällt 0,9 Prozent https://focus.de/finanzen/boerse/aktien/fmc-corp-aktie-03-12-2019_id_11103196.html?rnd=594274f6efeb616234c13dcfdab29d8f…",,,
Thalesh Kuma Jhariya,@thaleshjhariya,2019-12-03T05:33:19.000Z,"Thalesh Kuma Jhariya
@thaleshjhariya
·
Dec 3, 2019@BASF
  @Bayer
 @Syngenta
 @FMCCorp
 @PIIndustriesLtd
 @Dhanuka_agri
 @DuPont_News
 @AdamaAgri
 @UPLLtd
 @CropLifeIndia
 @RuralMarketing_
  @isapindia
HMRFF | #FoodSecurity & #SustainableAgriculture
@hmrff
·
Dec 3, 2019
Every year in #India, pests and diseases eat away, on an average, 20-30% of #food, worth about Rs. 45000 crore, produced by the #farmers. World over, the damage by fungi to rice, wheat and maize alone costs $60 billion per year and the Fungal diseases des…https://lnkd.in/fbF8Nef
Show this thread
1",,,1.0
FMC Corporation,@FMCCorp,2019-12-02T20:30:14.000Z,"FMC Corporation
@FMCCorp
·
Dec 2, 2019ICYMI: We’re a top-ranked employer! FMC recently came in at number 128 in 
@Forbes
 World’s Best Employers List. We are officially the number one ranked US-based employer in the Specialized Chemicals industry. Find the full list here: http://ow.ly/27zk50wS81Y
2
12",,2.0,12.0
Maximum Pest Control Services,@maxipestcontrol,2019-12-02T14:02:32.000Z,"Maximum Pest Control Services
@maxipestcontrol
·
Dec 2, 2019New Mexico Educational Retirement Board Has $888,000 Stock Holdings in FMC Corp (NYSE:FMC) - Mitchell Messenger http://dlvr.it/RKWT3r",,,
Maximum Pest Control Services,@maxipestcontrol,2019-12-02T11:02:33.000Z,"Maximum Pest Control Services
@maxipestcontrol
·
Dec 2, 2019Mason Street Advisors LLC Has $1.63 Million Stake in FMC Corp (NYSE:FMC) - Mitchell Messenger http://dlvr.it/RKVvjl",,,
CropLife International,@CropLifeIntl,2019-12-02T09:44:01.000Z,"CropLife International
@CropLifeIntl
·
Dec 2, 2019Plant #biotechnology helps #farmers save #water whether the crop they grow is used as animal feed or for plant-based meat. Learn how else plant science helps: https://bit.ly/2XCve3v 
@FMCCorp
 @Syngenta
 @Bayer4Crops
 @BASFAgro
 @corteva
 @kazyamato1
3
4",,3.0,4.0
